"CodePersonne","Nom_pdox","Qualite","Identité","Nom","occupation","rattachement","Surnom","Diminutif","titre","sexe"
252,"plusieurs personnes","fauconiers  d'Aymon","fauconnier d'Aymon",,"fauconnier","Aymon comte de savoie",,,,"M"
783,"plusieurs personnes","fauconniers du Comte de Genève","fauconnier d'Amédée III",,"fauconnier","Amédée III",,,,"M"
605,"plusieurs personnes","forestiers de Saint germain en laye","forestier de Saint-Germain-en-Laye",,"forestier",,,,,"M"
588,"plusieurs personnes","garcionibus d'A5","Garçon d'Amédée V",,"garçon","Amédée V",,,,"M"
854,"plusieurs personnes","garcionibus d'Aymon","garçon d'Aymon",,"garçon","Aymon comte de savoie",,,,"M"
76,"plusieurs personnes","gardiens des palefroids d'A5","gardien des palefrois d'Amédée V",,"gardien des palefrois","Amédée V",,,,"M"
906,"plusieurs personnes","gents de l'hôtel du comte","hôtel d'Aymon",,"hôtel","Aymon comte de savoie",,,,
903,"plusieurs personnes","gents du Comte","hôtel d'Aymon",,"hôtel","Aymon comte de savoie",,,,
830,"plusieurs personnes","menestreriis","ménestrier",,"ménestrier",,,,,"M"
651,"plusieurs personnes","messagers d'Eduardi","messager d'Édouard",,"messager","Édouard comte de Savoie",,,,"M"
51,"plusieurs personnes","nourrices des filles d'A5","nourrisse des filles d'Amédée V",,"nourrisse","filles d'Amédée V",,,,"F"
861,"plusieurs personnes","palliceriis(fourreurs?)","fourreur",,"fourreur",,,,,"M"
418,"Plusieurs personnes","petit valets d'A6","petit valet d'Amédée VI",,"petit valet","Amédée VI, comte de Savoie",,,,"M"
480,"plusieurs personnes","petits pages d'A6","petit page d'Amédée VI",,"petit page","Amédée VI, comte de Savoie",,,,"M"
706,"plusieurs personnes","petits valets d'Eduardi","petite valet d'Édouard",,"petit valet","Édouard comte de Savoie",,,,"M"
81,"plusieurs personnes","sommeliers d'A5","sommelier d'Amédée V",,"sommelier","Amédée V",,,,"M"
695,"plusieurs personnes","trompettes d'Eduardi","trompette d'Édouard",,"trompette","Édouard comte de Savoie",,,,"M"
566,"plusieurs personnes","valets d'A5","valet d'Amédée V",,"valet","Amédée V",,,,"M"
493,"plusieurs personnes","valets d'A6","valet d'Amédée VI",,"valet","Amédée VI, comte de Savoie",,,,"M"
839,"plusieurs personnes","valets d'Aymon","valet d'aymon",,"valet","Aymon comte de savoie",,,,"M"
80,"plusieurs personnes","valets de Dame Beatrix","valet de Béatrix de Savoie fille d'Amédée V",,"valet","Béatrix de Savoie fille d'Amédée V",,,,"M"
488,"plusieurs personnes","valets de Guillielmi Thoyr... clerc d'A6","valet de Guillaume Thoyr... clerc d'A6",,"valet","Guillaume Thoy.. clerc d'Amédée VI",,,,"M"
99,"plusieurs personnes","valets de la Contesse Marie","valet de Marie comtesse de Savoie",,"valet","Marie comtesse de Savoie",,,,"M"
474,"plusieurs personnes","valets de maître Petro arbalètrier d'A6","valet de Pierre arbalétrier d'Amédée VI",,"valet","Pierre arbalétrier d'Amédée VI",,,,"M"
293,"plusieurs personnes",,"plusieurs personnes","plusieurs personnes",,,,,,
723,"Prieuré de Lemenc",,"Prieuré de Lemenc","Prieuré de Lemenc","écclésiastique",,,,,"M"
607,"principe nepotibus domini","Domini","neveu d'Amédée V",,,"Amédée V",,,,"M"
338,"Ramelato","armeatori","Ramelet armurier","Ramelet","armurier",,,,,"M"
130,"Rasio",,"Rasio","Rasio",,,,,,"M"
296,"Raymondo follo","magistro","Reymond Follo","Reymond Follo",,,,,"maître","M"
770,"Raynaldi","chevalier","Reynald un chevalier","Reynald","chevalier",,,,,"M"
584,"Reymondo","fauconnier d'A5","Reymond le fauconier d'Amédée V","Reymond","fauconnier","Amédée V",,,,"M"
882,"Reymondo de Solerio","Domino nouveau chevalier","Reymond de Solerio nouveau chevalier","Reymond de Solerio","chevalier","Aymon comte de savoie",,,,"M"
203,"Reymondo de Viriseto","chevalier","Reymond de Viriset chevalier","Reymond de Viriset","chevalier",,,,,"M"
591,"Reyneri de Trey","sellier de Paris","Reyner de Troy sellier de Paris","Reyner de Troy","sellier",,,,,"M"
441,"Reynerio de Sancta Agneta d'Ivrée",,"Reyner de Saint-Agnès d'Ivrée","Reyner de Saint-Agnès",,,,,,"M"
674,"Robert de bougogne","Duc","Robert duc de bourgogne","Robert de Bourgogne",,,,,"duc","M"
631,"Robineti","calicatori et couturier Comtesse Blanche","Robinet chaussetier et couturier de Blanche comtesse de Savoie",,"couturier","Blanche comtesse de Savoie",,,,"M"
741,"Robineto","fauconnier d'Aymon","Robinet fauconnier d'Aymon","Robinet","fauconnier","Aymon comte de savoie",,,,"M"
743,"Robino de Buticlaris",,"Robinet de la bouteillerie d'Aymon",,"bouteiller","Aymon comte de savoie",,,,"M"
24,"Romaneto","mercier","Romanet mercier","Romanet","mercier",,,,,"M"
27,"Romaneto de Bamber","bourgeois","Romanet de Bamber","Romanet de Bamber",,,,,"bourgeois","M"
466,"Rombe de Perona","domino chapelain du Comte de genève","Rombe de Perone chapelain d'Amédée III",,"chapelain","Amédée III",,,"maître","M"
541,"Rosete Coesene",,"Rosete Coesene","Rosete Coesene",,,,,,"F"
598,"Rosseta Coysoria",,"Rosseta Coysoria","Rosseta Coysoria",,,,,,"F"
18,"Rosseti","tailleur","Rosset le tailleur","Rosset",,,,,,"M"
39,"Rubeomontis",,"Rougemont","Rougemont",,,,,,"M"
17,"Rudolpho Barralis","Châtelain de Chambéry","Rodolphe Barral châtelain de Chambéry","Rodolphe Barral","châtelain",,,,,"M"
773,"Rufilato","messager d'Aymon","Rufilet messager d'Aymon","Rufilet","messager","Aymon comte de savoie",,,,"M"
717,"Seigneur de Lyon",,"Seigneur de Lyon","Seigneur de Lyon",,,,,"seigneur","M"
256,"Sibarequi",,"Sibarequi","Sibarequi",,,,,,"M"
481,"Simonino Garil",,"Simonin Garil","Simonin Garil",,,,,,"M"
366,"Sorcello",,"Sorcello","Sorcello",,,,,,"M"
682,"Stephani","chambrier de la Comtesse Blanche","Stephane chambrier de Blanche comtesse de Savoie","Stephane","chambrier","Blanche comtesse de Savoie",,,,"M"
829,"Stephani de Burgeti",,"Stephane du Bourget","Stephane du Bourget",,,,,,"M"
640,"Stephani Lamberti",,"Stephane Lambert","Stephane Lambert",,,,,,"M"
664,"Stephani Reynardi","Domini","Stephane Reynard","Stephane Reynard",,,,,"seigneur","M"
507,"Stephano Andreti",,"Stephane Andret","Stephane Andret",,,,,,"M"
217,"Stephano de Chales",,"Stephane de Challes","Stephane de Challes",,,,,,"M"
461,"Stephano de Ragiez","charpentier","Stephane de Ragiez charpentier","Stephane de Ragiez","charpentier",,,,,"M"
562,"Stephano de Versora","couturier d'A5","Stephane de Versora couturier d'Amédée V","Stephane de Versora","couturier","Amédée V",,,,"M"
707,"Stephano de Yennes","magistro","Stephane de Yenne","Stephane de Yenne",,,,,"maître","M"
558,"Stephano Renaudi",,"Stephane Renaud","Stephane Renaud",,,,,,"M"
297,"Stephano Venardi",,"Stephane Venard","Stephane Venard",,,,,,"M"
332,"Symoneta",,"Symonet","Symonet",,,,,,"M"
543,"Symoni Fere","de St Marcel","Simon Fere de Saint-Marcel","Simon Fere",,,,,,"M"
889,"Syondini Saleti",,"Simon Salet","Simon Salet",,,,,,"M"
611,"Tassino",,"Tassin","Tassin",,,,,,"M"
303,"Terrico de Septimo","Domino chevalier d'Aymon","Terrico Septime chevalier d'Aymon","Terrico Septime","chevalier","Aymon comte de savoie",,,"seigneur","M"
583,"Thassis Barberii","couturier??","Thassis Barberi","Thassis Barberi",,,,,,"M"
97,"Thome","médecin magistro","Thome médecin","Thome","médecin",,,,"maître","M"
586,"Thome","mercier","Thome mercier","Thome","mercier",,,,,"M"
120,"tondeur",,"tondeur",,"tondeur",,,,,"M"
545,"Torchibuef",,"Torchibuef","Torchibuef",,,,,,"M"
735,"Troilleto",,"Troillet","Troillet",,,,,,"M"
232,"Truel","citoyen de Lyon drappier","Truel drapier citoyen de Lyon","Truel","drapier",,,,"citoyen","M"
659,"Venarudo","écuyer d'Eduardi","Venarudo écuyer d'Édouard","Venarudo","écuyer","Édouard comte de Savoie",,,,"M"
524,"Villenco","nouveau chevalier","Villenco nouveau chevalier d'Amédée V","Villenco","chevalier","Amédée V",,,,"M"
756,"Villo","palefrenier d'Aymon","Villo palfrenier d'Aymon","Villo","palfrenier","Aymon comte de savoie",,,,"M"
604,"Villonda","ancilla concurbita domini de Gentilli","Villonda ancilla concubine du seigneur de Gentilly","Villllonda",,,,,"ancilla","F"
188,"Villonde","lavandière d'A5","Villonde lavandière d'Amédée V",,"lavandière","Amédée V",,,,"F"
420,"Virardi",,"Virardi","Virardi",,,,,,"M"
730,"Viridi","messager d'Aymon","Viridi messager d'Aymon","Viridi","messager","Aymon comte de savoie",,,,"M"
35,"Vivando","juif","Vivando le juif","Vivando","juif",,,,"juif","M"
283,"Yolande","Comtesse femme d'Aymon","Yolande comtesse de savoie","Yolande comtesse de savoie","femme","Aymon comte de savoie","Comtesse de Savoie",,,"F"
662,"Ysabelle de Rupercula",,"Ysabelle de Rupercula","Ysabelle de Rupercula",,,,,,"F"
