"Id";"identite";"Nom";"Surnom";"Diminutif";"Occupation";"Titre";"Sexe";"VilleDomicile";"VilleOrigine";"Remarques";"Rattachement";"MaJ_occupations"
4054;"Pelletier de Pontarly";;;;"Inconnue";;"M";;;;;1
4055;"Peronet Fornier de Genève";"Peronet Fornier";;;"Inconnue";;"M";;;;;1
4056;"Pierre de Crues";"Pierre de Crues";;;"Inconnue";;"M";;;;;1
4057;"Giron Focand marchand";"Giron Focand";;;"Inconnue";;"M";;;;;1
4058;"Johan de la roche de genève mercier";"Johan de la roche de Genève";;;"Inconnue";;"M";;;;;1
4059;"Johan de Challes page d'Amédée VIII";"Johan de Challes";;;"Inconnue";;"M";;;;;1
4060;"Girard page d'Amédée VIII";"Girard";;;"Inconnue";;"M";;;;;1
4061;"François de Citare";"François de Citare";;;"Inconnue";;"M";;;;;1
4062;"Antoine femme de Chambre de MS, LS et AS";"Antoine";;;"Inconnue";;"F";;;;;1
4063;"Pierre Buffard  valet des chiens d'Amédée VIII";"Pierre Bussard";;;"Inconnue";;"M";;;;;1
4064;"François de Larpe";"François de Larpe";;;"Inconnue";;"M";;;;;1
4065;"Pierre Chapelain franciscain de Lausanne";"Pierre Chapelain";;;"Inconnue";;"M";;;;;1
4066;"Johan Japie franciscain de Lausanne";"Johan Japie";;;"Inconnue";;"M";;;;;1
4067;"Mermet Meynier lardonnier d'Amédée VIII";"Mermet Meynier";;;"Inconnue";;"M";;;;;1
4068;"Thibaud aumonier d'Amédée VIII";"Thibaud";;;"Inconnue";;"M";;;;;1
4069;"Bourguignon valet";"Bourguignon";;;"Inconnue";;"M";;;"peut être le bourguigon solliard de cuisine";;1
4070;"Louis trompete d'Amédée VIII";"Louis";;;"Inconnue";;"M";;;;;1
4072;"Arnaud d'Ursie page d'Amédée VIII";"Arnaud d'Ursie";;;"Inconnue";;"M";;;;;1
4073;"Johannette veuve de Johan de Saint-Michel";"Johannette";;;"Inconnue";;"F";;;;;1
4074;"Johan de Saint-Michel";"Johan de Saint-Michel";;;"Inconnue";;"M";;;;;1
4075;"Amédée d'evian";"Amédée d'evian";;;"Inconnue";;"M";;;;;1
4076;"François Balli messager d'Amédée VIII";"François Balli";;;"Inconnue";;"M";;;;;1
4077;"Jacques Promissod de Cognin";"Jacques Promissod";;;"Inconnue";;"M";;;;;1
4078;"Johan de Pierre Vin marchand";"Johan de Pierre Vin";;;"Inconnue";;"M";;;;;1
4079;"femme de François de Compey";;;;"Inconnue";;"F";;;;;1
4080;"Michel d'Istipati alias Gasolva de Constantinople";"Michel d'Istipati";;;"Inconnue";;"M";;;;;1
4081;"femme de François Bosseis alias Chicard";;;;"Inconnue";;"F";;;;;1
4082;"Humbert Chappellet";"Humbert Chapellet";;;"Inconnue";;"M";;;;;1
4083;"frère Nicolas Gamet du Bourget";"Nicolas Gamet";;;"Inconnue";;"M";;;;;1
4084;"Franciscain de Chambéry";"Franciscain de Chambéry";;;"Inconnue";;"M";;;;;1
4085;"Théobalde chapelain d'amédée VIII";"Théobalde";;;"Inconnue";;"M";;;;;1
4086;"Armand Dulphi page d'Amédée VIII";"Armand Dulphi";;;"Inconnue";;"M";;;"c'est arnaud dulphi";;1
4087;"Pierre de Ferre drapier de Genève";"Pierre de Ferre";;;"Inconnue";;"M";;;;;1
4088;"Girard Sion de Rumilly";"Girard Sion";;;"Inconnue";;"M";;;;;1
4089;"Peronet de Cusine pelletier de Chambéry";"Peronet de Cusine";;;"Inconnue";;"M";;;;;1
4090;"Pierre Domenge";"Pierre Domenge";;;"Inconnue";;"M";;;;;1
4091;"Pierre de Rabal médecin";"Pierre de Rabal";;;"Inconnue";;"M";;;;;1
4092;"Baguerot clerc d'Amédée VIII";"Baguerot";;;"Inconnue";;"M";;;;;1
4093;"Antoine Maret de Chambéry";"Antoine Maret";;;"Inconnue";;"M";;;;;1
4094;"Goura valet des chevaux d'amédée VIII";"Goura";;;"Inconnue";;"M";;;;;1
4095;"Lionard Propertum pelletier de Lyon";"Lionard Propertum";;;"Inconnue";;"M";;;;;1
4096;"Johan Bellot de paris pelletier";"Johan Bellot";;;"Inconnue";;"M";;;;;1
4097;"Johan de Genost écuyer d'Amédée VIII";"Johan de Genost";;;"Inconnue";;"M";;;;;1
4098;"Cabaret";"Cabaret";;;"Inconnue";;"M";;;;;1
4099;"Pierre Comandeur couturier de Chambéry";"Pierre Comandeur";;;"Inconnue";;"M";;;;;1
4100;"Petrequin veneur d'Amédée VIII";"Petrequin";;;"Inconnue";;"M";;;;;1
4101;"Pierre de pierre chapelain des enfants d'A8";"Pierre de Pierre";;;"Inconnue";;"M";;;;;1
4102;"ménestrel d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
4103;"Rossilion de la cuisine d'Amédée VIII";"Rossilion";;;"Inconnue";;"M";;;;;1
4104;"Pierre Belley de la cuisine d'amédée VIII";"Pierre Belley";;;"Inconnue";;"M";;;;;1
4105;"Desens de la cuisine d'Amédée VIII";"Desens";;;"Inconnue";;"M";;;;;1
4106;"Clément valet de Salle d'Amédée VIII";"Clément";;;"Inconnue";;"M";;;;;1
4107;"Janin d'Arbout valet de Salle d'Amédée VIII";"Janin d'Arbout";;;"Inconnue";;"M";;;;;1
4108;"Gros Berthoud portier d'Amédée VIII";"Gros Berthoud";;;"Inconnue";;"M";;;;;1
4109;"Johan le Maréchal portier d'amédée VIII";"Johan le Maréchal";;;"Inconnue";;"M";;;;;1
4110;"Coquinel valet des chiens corants d'Amédée VIII";"Coquinel";;;"Inconnue";;"M";;;;;1
4111;"Bergnollite messager d'Amédée VIII";"Bergnollite";;;"Inconnue";;"M";;;;;1
4112;"Nicolas messager d'Amédée VIII";"Nicolas";;;"Inconnue";;"M";;;;;1
4113;"Johan de Belley messager d'Amédée VIII";"Johan de Belley";;;"Inconnue";;"M";;;;;1
4114;"Pierre de Belley messager d'Amédée VIII";"pierre de Belley";;;"Inconnue";;"M";;;;;1
4115;"Chambard messager d'Amédée VIII";"Chambard";;;"Inconnue";;"M";;;;;1
4116;"Janin Sornier messager d'Amédée VIII";"Janin Sornier";;;"Inconnue";;"M";;;;;1
4117;"Clerc de la chapelle d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
4118;"Maréchal de Bullo";"Maréchal de Bullo";;;"Inconnue";;"M";;;;;1
4119;"Comte de Vaut de Mont";;;;"Inconnue";;"M";;;;;1
4120;"ambassadeur du concile de Constance";;;;"Inconnue";;"M";;;;;1
4121;"Amédée de Challand bailli du chablay";"Amédée de Challand";;;"Inconnue";;"M";;;"Peut être Aymé de Challand";;1
4122;"Yppraud de Raroignie";"Yppraud de Raroignie";;;"Inconnue";;"M";;;;;1
4124;"Johan Coppier";"Johan Coppier";;;"Inconnue";;"M";;;;;1
4125;"Johanne fille d'Amédée Bochard";"Johanne";;;"Inconnue";;"F";;;;;1
4126;"Amédée Bochard";"Amédée Bochard";;;"Inconnue";;"M";;;;;1
4127;"Pierre Seller soliard de cuisine d'Amédée VIII";"Pierre Seller";;;"Inconnue";;"M";;;;;1
4128;"Pierre Petit soliard de cuisine d'Amédée VIII";"Pierre Petit";;;"Inconnue";;"M";;;;;1
4129;"femme de Pierre Bonivard";;;;"Inconnue";;"F";;;;;1
4130;"frère Johan Busset";"Johan Busset";;;"Inconnue";;"M";;;;;1
4131;"Johan Verne drapier de Chambéry";"Johan Verne";;;"Inconnue";;"M";;;;;1
4132;"Stéphane Masicod marchand d'Avilliane";"Stéphane Masicod";;;"Inconnue";;"M";;;;;1
4133;"Philippe Larbio pelletier";"Philippe Larbio";;;"Inconnue";;"M";;;;;1
4134;"Louis Cona";"Louis cona";;;"Inconnue";;"M";;;;;1
4135;"Johannette couturière";"Johannette";;;"Inconnue";;"F";;;;;1
4136;"Andrée bâtard de Sallins écuyer d'Amédée VIII";"Andrée";;;"Inconnue";;"M";;;;;1
4137;"Antoine nourice d'Amédée de Savoie fils d'A8";"Antoine Roberte";;;"Inconnue";;"F";;;;;1
4138;"Frédéric Trente marchand de Lucq";"Frédérique Trente";;;"Inconnue";;"M";;;;;1
4139;"Pierre Garmeli de Feuge drapier";"Pierre Garmeli";;;"Inconnue";;"M";;;;;1
4140;"Johan Valle de Bourg-en-Bresse drapier";"Johan Valle";;;"Inconnue";;"M";;;;;1
4141;"Eynard de Nevers marchand de Lyon";"Eynard de Nevers";;;"Inconnue";;"M";;;;;1
4142;"Dominique de Bella marchand de Lyon";"Dominique de Bella";;;"Inconnue";;"M";;;;;1
4143;"Nicolas de Tregna marchand";"Nicolas de tregna";;;"Inconnue";;"M";;;;;1
4144;"Antoine de Crema marchand";"Antoine de Crema";;;"Inconnue";;"M";;;;;1
4145;"Jacques Garet";"Jacques Garet";;;"Inconnue";;"M";;;;;1
4146;"gens des ambassadeur du concil de Constance";;;;"Inconnue";;"M";;;;;1
4147;"maître brodeur de Grenoble";;;;"Inconnue";;"M";;;;;1
4148;"brodeur de chambéry";;;;"Inconnue";;"M";;;;;1
4149;"Peret pelletier de Genève";"Peret";;;"Inconnue";;"M";;;;;1
4150;"Falcon de Persegant";"Falcon de Persegant";;;"Inconnue";;"M";;;;;1
4151;"Pierre Moutier de la chambre d'Amédée VIII";"Pierre Moutier";;;"Inconnue";;"M";;;;;1
4152;"tailleurs d'images";;;;"Inconnue";;"M";;;;;1
4153;"Pierre de Belloys valet de cuisine";"Pierre de Belloys";;;"Inconnue";;"M";;;;;1
4154;"Johan de Sens solliard de cuisine d'Amédée VIII";"Johan de Sens";;;"Inconnue";;"M";;;;;1
4155;"Moreaux valet de salle d'Amédée VIII";"Moreaux";;;"Inconnue";;"M";;;;;1
4156;"Le roux messager d'Amédée VIII";"Le Roux";;;"Inconnue";;"M";;;;;1
4157;"Faucon";"Faucon";;;"Inconnue";;"M";;;;;1
4158;"hérault";"Hérault";;;"Inconnue";;"M";;;;;1
4159;"Dablon";"Dablon";;;"Inconnue";;"M";;;;;1
4160;"Johan Courtoy";"Johan Courtoy";;;"Inconnue";;"M";;;;;1
4161;"Cony";"Cony";;;"Inconnue";;"M";;;;;1
4162;"Pierre clerc de la chapelle d'Amédée VIII";"Pierre";;;"Inconnue";;"M";;;;;1
4163;"Lestranger";"Lestranger";;;"Inconnue";;"M";;;;;1
4165;"Maurice Marchand écuyer d'Amédée VIII";"Maurice Marchand";;;"Inconnue";;"M";;;;;1
4166;"Johan Banos chambrier des enfants d'amédée VIII";"Johan Banos";;;"Inconnue";;"M";;;;;1
4167;"Eynard de la Rippe conseiller d'Amédée VIII";"Eynard de la Rippe";;;"Inconnue";;"M";;;;;1
4168;"seigneur de Blonay";"Seigneur de Blonay";;;"Inconnue";;"M";;;;;1
4169;"Humbert Jacquin valet de chambre d'Amédée VIII";"Humbert Jacquin";;;"Inconnue";;"M";;;;;1
4170;"Antoine Jacquin valet de chambre d'Amédée VIII";"Antoine Jacquin";;;"Inconnue";;"M";;;;;1
4171;"Henris suchet drapier de Chambéry";"Henris Suchet";;;"Inconnue";;"M";;;;;1
4172;"le dit Anglais drapier de Genève";"Le dit Anglais";;;"Inconnue";;"M";;;;;1
4173;"Pierre de Tingeron de genève";"Pierre de Tingeron";;;"Inconnue";;"M";;;;;1
4174;"Guy Colomb secrétaire d'Amédée VIII";"Guy Colomb";;;"Inconnue";;"M";;;;;1
4175;"Bernard Masset clerc de la chapelle de Marie de Bo";"Bernard Masset";;;"Inconnue";;"M";;;;;1
4176;"Bertrand de Martres clerc de chapelle marie de bo";"Bertrand de Matres";;;"Inconnue";;"M";;;;;1
4177;"Johan le dit Barnabo pêcheur";"Johan le dit Barnabo";;;"Inconnue";;"M";;;;;1
4178;"Pierre Giroud écuyer d'amédée VIII";"Pierre Giroud";;;"Inconnue";;"M";;;;;1
4179;"humbert Fiola";"Humbert Fiola";;;"Inconnue";;"M";;;;;1
4180;"page de Johan maréchal";;;;"Inconnue";;"M";;;;;1
4181;"Armand ménestrel d'amédée VIII";"Armand";;;"Inconnue";;"M";;;;;1
4182;"Pierre Vivot alias Gracol tondeur";"Pierre Vivot";;;"Inconnue";;"M";;;;;1
4183;"Reymond auprés des enfants d'Amédée VIII";"Reymond";;;"Inconnue";;"M";;;;;1
4184;"Pierre Reynaud chapelain d'amédée VIII";"Pierre Reynaud";;;"Inconnue";;"M";;;;;1
4185;"Pierre Paout";"Pierre Paout";;;"Inconnue";;"M";;;;;1
4186;"Janin l'écrivain";"Janin";;;"Inconnue";;"M";;;;;1
4187;"Reynaud de l'Arpe";"Reynaud de l'Arpe";;;"Inconnue";;"M";;;;;1
4188;"Pierre de Hainaut veneur d'Amédée VIII";"Pierre de Hainaut";;;"Inconnue";;"M";;;;;1
4189;"l'Italien fauconnier d'Amédée VIII";"l'Italien";;;"Inconnue";;"M";;;;;1
4190;"Le Lanchiment fauconier d'Amédée VIII";"Le Lanchiment";;;"Inconnue";;"M";;;;;1
4191;"Carrichon messager d'Amédée VIII";"Carrichon";;;"Inconnue";;"M";;;;;1
4192;"demoiselle de Gruyère";;;;"Inconnue";;"F";;;;;1
4193;"Johan de Fonte conseillé d'Amédée VIII";"Johan de Fonte";;;"Inconnue";;"M";;;;;1
4194;"Jacob de la Vilette conseiller d'Amédée VIII";"Jacob de la Vilette";;;"Inconnue";;"M";;;;;1
4195;"Benédicte femme d'Antoine du pont drapier de Chamb";"Bénédicte";;;"Inconnue";;"F";;;;;1
4196;"Johan du Pont fils d'Antoine du Pont drapier";"Johan du Pont";;;"Inconnue";;"M";;;;;1
4197;"Comtesse du Valantinois";;;;"Inconnue";;"F";;;;;1
4198;"Ysabelle femme de Johan de Druynt";"Ysabelle";;;"Inconnue";;"F";;;;;1
4199;"Catherine femme de Guillaume de la Ravoire";"Catherine";;;"Inconnue";;"F";;;;;1
4200;"Claude femme de Guillermin couturier de Chambéry";"Claude";;;"Inconnue";;"F";;;;;1
4201;"femme de Rolet Vialis lardonier";;;;"Inconnue";;"F";;;;;1
4202;"Bertrand Torin";"Bertrand Torin";;;"Inconnue";;"M";;;;;1
4203;"Aymon Alamand";"Aymon Alamand";;;"Inconnue";;"M";;;;;1
4204;"Françoise fille de Aymon Alamand";"Françoise";;;"Inconnue";;"F";;;;;1
4205;"Johannette fille de Bertrand torin";"Johannette";;;"Inconnue";;"F";;;;;1
4206;"Jacob Gerland écuyer d'Amédée VIII";"Jacob Gerland";;;"Inconnue";;"M";;;;;1
4207;"Johanne de Chatillon femme de François Marchand";"Johanne";;;"Inconnue";;"F";;;;;1
4208;"Jacob Raper épicier d'Amédée VIII";"Jacob Raper";;;"Inconnue";;"M";;;;;1
4209;"François de Fernay écuyer d'Amédée VIII";"François de Fernay";;;"Inconnue";;"M";;;;;1
4210;" frère Antoine Chevant";"Antoine Chevant";;;"Inconnue";;"M";;;;;1
4211;"Laurent ménestrel d'Amédée VIII";"Laurent";;;"Inconnue";;"M";;;;;1
4212;"le dit Barbon valet des cheveau d'Amédée VIII";"Le dit Barbon";;;"Inconnue";;"M";;;;;1
4213;"Pierre Sapient valet des sommiers d'Amédée VIII";"Pierre Sapient";;;"Inconnue";;"M";;;;;1
4214;"Johan Joffrey valet de salle d'Amédée VIII";"Johan Joffrey";;;"Inconnue";;"M";;;;;1
4215;"Aymon Maréchal chambrier de Louis";"Aymon maréchal";;;"Inconnue";;"M";;;;;1
4216;"Johan Servarem de Melduno conseiller d'A8";"Johan Servarem";;;"Inconnue";;"M";;;;;1
4217;"Yblet de la porte page d'Amédée VIII";"Yblet de la Porte";;;"Inconnue";;"M";;;;;1
4219;"Johan Chatelain drapier de Chambéry";"Johan Chatelain";;;"Inconnue";;"M";;;;;1
4220;"Nicolas de Salin";"Nicolas de Salin";;;"Inconnue";;"M";;;;;1
4221;"antoine besson de Yenne";"Antoine Besson";;;"Inconnue";;"M";;;;;1
4222;"Johan Mellet facteur de Johan Tibot de Lyon";"Johan Mellet";;;"Inconnue";;"M";;;;;1
4223;"Johan de Renthe mercier de Genève";"Johan de Renthe";;;"Inconnue";;"M";;;;;1
4224;"Amygin gantier de Genève";"Amygin";;;"Inconnue";;"M";;;;;1
4225;"Dominique valet des chiens";"Dominique";;;"Inconnue";;"M";;;;;1
4226;"La Aubine";"La Aubine";;;"Inconnue";;"M";;;;;1
4227;"Pierre de Seysel";"Pierre de Seysel";;;"Inconnue";;"M";;;;;1
4228;"Pelletier de Montméliant";;;;"Inconnue";;"M";;;;;1
4229;"Johan Langlais";"Johan Langlais";;;"Inconnue";;"M";;;;;1
4230;"Johan Ribol";"Johan Ribol";;;"Inconnue";;"M";;;;;1
4231;"Johan Hudel";"Johan Hudel";;;"Inconnue";;"M";;;;;1
4232;"Louis de Miolan";"Louis de Miolan";;;"Inconnue";;"M";;;;;1
4233;"femme de Guillemette de Gruyère";;;;"Inconnue";;"F";;;;;1
4234;"écuyer de Guillemette de Gruyère";;;;"Inconnue";;"M";;;;;1
4235;"bâtard de Bussy";;;;"Inconnue";;"M";;;;;1
4236;"chambrier de la comtesse de Valantinois";;;;"Inconnue";;"M";;;;;1
4237;"cuisinier de la comtesse du valantinois";;;;"Inconnue";;"M";;;;;1
4238;"Bourguignon de l'épicerie d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
4239;"Gordinet du Bourg";"Gordinet du Bourg";;;"Inconnue";;"M";;;;;1
4240;"Allemande mercière";"Allemande";;;"Inconnue";;"F";;;;;1
4241;"Aymé de Montfalcon page d'Amédée VIII";"Aymé de Montfalcon";;;"Inconnue";;"M";;;;;1
4242;"Pancerot de Saint Raval page d'Amédée VIII";"Saint Raval";;;"Inconnue";;"M";;;;;1
4243;"petit voutier page d'Amédée VIII";"Petit Voutier";;;"Inconnue";;"M";;;;;1
4244;"Eynard Bertou page d'Amédée VIII";"Eynard Bertou";;;"Inconnue";;"M";;;;;1
4245;"Alamand page d'Amédée VIII";"Alamand";;;"Inconnue";;"M";;;;;1
4246;"L'espagnol chaussetier";"l'espagnol";;;"Inconnue";;"M";;;;;1
4247;"Jacquemet de Roule";"Jacquemet de Roule";;;"Inconnue";;"M";;;;;1
4248;"petit de la Flèchière page d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
4249;"Bartholomé Causillet drapier de Chambéry";"Bartholomé Causillet";;;"Inconnue";;"M";;;;;1
4250;"Philippe de la marches";"Philippe de la Marches";;;"Inconnue";;"M";;;;;1
4251;"Johan le Grosse";"Johan le Grosse";;;"Inconnue";;"M";;;;;1
4253;"Pierre de Fontaine dit Préquant couturier";"Pierre de Fontaine";;;"Inconnue";;"M";;;;;1
4254;"Janin de Paris pelletier";"johan de Paris";;;"Inconnue";;"M";;;;;1
4256;"Johanne de Gruyère";"Johanne de Gruyère";;;"Inconnue";;"F";;;;;1
4257;"Antoine Morel écuyer de l'Abbé de Saint Claude";"Antoine Morel";;;"Inconnue";;"M";;;;;1
4258;"Abbé de Saint Claude";;;;"Inconnue";;"M";;;;;1
4259;"gens de la comtesse de Valantinois";;;;"Inconnue";;"M";;;;;1
4260;"Veneur d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
4261;"Antoine Bornet couturier";"Antoine Bornet";;;"Inconnue";;"M";;;;;1
4262;"Pierre le Fou de la cuisine";"Pierre le Fou";;;"Inconnue";;"M";;;;;1
4263;"Henris le drapier";"Henris";;;"Inconnue";;"M";;;;;1
4264;"Johan de Mouton couturier";"Johan de Mouton";;;"Inconnue";;"M";;;;;1
4265;"Pancerot page d'Amédée VIII";"Pancerot";;;"Inconnue";;"M";;;;;1
4266;"Pingale sculpteur";"Pingale";;;"Inconnue";;"M";;;;;1
4267;"solliard de cuisine d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
4268;"janin valet de salle d'Amédée VIII";"Janin";;;"Inconnue";;"M";;;;;1
4269;"Pierre Vaud";"Pierre Vaud";;;"Inconnue";;"M";;;;;1
4270;"Pierre Salanche valet de table d'Améde VIII";"Pierre Salanche";;;"Inconnue";;"M";;;;;1
4271;"Guyot colon";"Guyot Colon";;;"Inconnue";;"M";;;;;1
4272;"Guillaume Rivere dit Courtebotte écuyer d'A8";"Guillaume Rivere";;;"Inconnue";;"M";;;;;1
4273;"Bénédicte Danière couturier";"Bénédicte Danières";;;"Inconnue";;"M";;;;;1
4274;"Guillaume Beyssia chapelain d'Amédée VIII";"Guillaume Beyssia";;;"Inconnue";;"M";;;;;1
4275;"Stéphane chambrier de Marie de Bourgogne";"Stéphane";;;"Inconnue";;"M";;;;;1
4276;"Laurent du Pont";"Lorent du Pont";;;"Inconnue";;"M";;;;;1
4277;"Johan de Mosse";"Johan de Mosse";;;"Inconnue";;"M";;;;;1
4278;"Louis de Lastel";"Louis de Lastel";;;"Inconnue";;"M";;;;;1
4279;"Anequin le mercier";"Anequin";;;"Inconnue";;"M";;;;;1
4280;"Pierre confesseur d'Amédée VIII";"Pierre";;;"Inconnue";;"M";;;;;1
4281;"Bartholomé de Chabot";"Bartholomé de Chabot";;;"Inconnue";;"M";;;;;1
4282;"Richard de Serraval";"Richard de Serraval";;;"Inconnue";;"M";;;;;1
4283;"associer d'Antoine Clément confesseur d'A8";;;;"Inconnue";;"M";;;;;1
4284;"famillier de Pierre de Menthon";;;;"Inconnue";;"M";;;;;1
4285;"Randet drapier";"Randet";;;"Inconnue";;"M";;;;;1
4286;"Choutagne";"Choutagne";;;"Inconnue";;"M";;;;;1
4287;"Bartholomé de Raczep";"Bartholomé de Raczep";;;"Inconnue";;"M";;;;;1
4288;"Henris Bruchet drapier de Chambéry";"Henris Bruchet";;;"Inconnue";;"M";;;"peut-être henris Suchet drapier de chambéry";;1
4289;"Clément de Provins marchand";"Clément de Provins";;;"Inconnue";;"M";;;;;1
4290;"Michel de Fert de Genève";"Michel de Fert";;;"Inconnue";;"M";;;;;1
4291;"Morcarlin";"Morcarlin";;;"Inconnue";;"M";;;;;1
4292;"Rolet Bordet";"Rolet Borset";;;"Inconnue";;"M";;;;;1
4293;"écuyer de la comtesse du valantinois";;;;"Inconnue";;"M";;;;;1
4294;"Pierre Gandinet";"pierre Gandinet";;;"Inconnue";;"M";;;;;1
4295;"familier d'Eynard Bertou page d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
4296;"Hérard Allemand page d'Améde VIII";"Hérard Allemand";;;"Inconnue";;"M";;;;;1
4297;"Nicolas de menthon page d'Amédée VIII";"Nicolas de Menthon";;;"Inconnue";;"M";;;;;1
4298;"Johan Ros de Rumilly";"Johan Ros";;;"Inconnue";;"M";;;;;1
4299;"petit Georges de Valpergue";"Georges de Valpergue";;;"Inconnue";;"M";;;;;1
4300;"Pierre Peitel valet des chiens d'amédée VIII";"Pierre Peitel";;;"Inconnue";;"M";;;;;1
4301;"André de Sellins";"Andrée de Sellins";;;"Inconnue";;"M";;;;;1
4302;"Pierre de Rumilly cuisinier";"Pierre de Rumilly";;;"Inconnue";;"M";;;;;1
4303;"Ambroys de Milan";"Ambroys de Milan";;;"Inconnue";;"M";;;;;1
4304;"Johan Crurt";"Johan Crurt";;;"Inconnue";;"M";;;;;1
4305;"Louis Coste maître d'hôtel";"Louis Coste";;;"Inconnue";;"M";;;;;1
4306;"Marquiot Balard marchand d'Avilliane";"Marquiot Balard";;;"Inconnue";;"M";;;;;1
4307;"Pierre de Boz marchand d'Avilliane";"Pierre Boz";;;"Inconnue";;"M";;;;;1
4308;"Jacques de Comagnie marchand d'Avilliane";"Jacques de Comagnie";;;"Inconnue";;"M";;;;;1
4309;"Lyon d'Ambroys";"Lyon d'Ambroys";;;"Inconnue";;"M";;;;;1
4310;"Thomas Ruas d'Avilliane";"Thomas Ruas";;;"Inconnue";;"M";;;;;1
4311;"tondeur d'Avilliane";;;;"Inconnue";;"M";;;;;1
4312;"Richard Felix marchand de Rivolles";"Richard Felix";;;"Inconnue";;"M";;;;;1
4313;"Vulliel Pilliod marchand de Rivolles";"Vulliel Pilliod";;;"Inconnue";;"M";;;;;1
4314;"Antoine Pol de Montcalier";"Antoine Pol";;;"Inconnue";;"M";;;;;1
4315;"bartholomé de Cuczon marchand de Miriaz";"Bartholomé de Cuszon";;;"Inconnue";;"M";;;;;1
4316;"Antoine de clermont";"Antoine de Clermont";;;"Inconnue";;"M";;;;;1
4317;"sire de Chautagne";"sire de Chautagne";;;"Inconnue";;"M";;;;;1
4318;"sir de Hauteville";"sir de Hauteville";;;"Inconnue";;"M";;;;;1
4319;"sir de Boeil";"sir de Boeil";;;"Inconnue";;"M";;;;;1
4320;"sir de Chaudeya";"sir de Chaudeya";;;"Inconnue";;"M";;;;;1
4321;"Pierre de Boeil";"Pierre de Boeil";;;"Inconnue";;"M";;;;;1
4322;"seigneur de Sellenove";"Seigneur de Sellenove";;;"Inconnue";;"M";;;;;1
4323;"écuyer d'Humbert Dais";;;;"Inconnue";;"M";;;;;1
4324;"page d'Humbert Dais";;;;"Inconnue";;"M";;;;;1
4325;"jacques de Miolan";"Jacques de Miolan";;;"Inconnue";;"M";;;;;1
4326;"Henris de la Fléchière écuyer d'Amédée VIII";"Henris de la fléchière";;;"Inconnue";;"M";;;;;1
4327;"hugue Muset";"Hugue Muset";;;"Inconnue";;"M";;;;;1
4328;"Guillaume maître de Salle";"Guillaume";;;"Inconnue";;"M";;;;;1
4329;"Pierre de Villete";"Pierre de Vilette";;;"Inconnue";;"M";;;;;1
4330;"seigneur de Preissin";"seigneur de Pressin";;;"Inconnue";;"M";;;;;1
4331;"Antoine médecin";"Antoine";;;"Inconnue";;"M";;;;;1
4332;"Manfred de Saluces";"Manfred de Saluces";;;"Inconnue";;"M";;;;;1
4333;"Yblet de Montbelle";"Yblet de Montbelle";;;"Inconnue";;"M";;;;;1
4334;"Pierre Bejant";"Pierre Bejant";;;"Inconnue";;"M";;;;;1
4335;"François de Vioner";"François de Vioner";;;"Inconnue";;"M";;;;;1
4336;"Borne Caqueran";"Borne Caqueran";;;"Inconnue";;"M";;;;;1
4337;"Henris Dayllie";"Henris Dayllie";;;"Inconnue";;"M";;;;;1
4338;"Rol de Montbelle";"Rol de Montbelle";;;"Inconnue";;"M";;;;;1
4339;"Johan Cathelin";"Johan Cathelin";;;"Inconnue";;"M";;;;;1
4340;"Louis Rasquier";"Louis Rasquier";;;"Inconnue";;"M";;;;;1
4341;"Aymé de Pincza";"Aymé de Pincza";;;"Inconnue";;"M";;;;;1
4342;"Boniface Caqueran";"Boniface Caqueran";;;"Inconnue";;"M";;;;;1
4343;"Christophe Beiant";"Christophe Beiant";;;"Inconnue";;"M";;;;;1
4344;"Georges Faverin";"Georges Faverin";;;"Inconnue";;"M";;;;;1
4345;"Antoine tosset";"Antoine tosset";;;"Inconnue";;"M";;;;;1
4346;"Pierre Prudhomme";"Pierre Prudhomme";;;"Inconnue";;"M";;;;;1
4347;"Simon du Pont";"Simon du Pont";;;"Inconnue";;"M";;;;;1
4348;"Marquet de la Val";"Marquet de la Val";;;"Inconnue";;"M";;;;;1
4349;"Johan de Nasses";"Johan de Nasses";;;"Inconnue";;"M";;;;;1
4350;"Martin de la Val";"Martin de la Val";;;"Inconnue";;"M";;;;;1
4351;"bâtard de Saint-Sion";"bâtard de Saint-Sion";;;"Inconnue";;"M";;;;;1
4352;"Mathieu d'Espagniero";"Mathieu d'Espagniero";;;"Inconnue";;"M";;;;;1
4353;"le petit Challes";"le petit Challes";;;"Inconnue";;"M";;;;;1
4354;"le grand Bobellin";"le grand Bobellin";;;"Inconnue";;"M";;;;;1
4355;"Georges de Françoinnais";"Georges de Françonnais";;;"Inconnue";;"M";;;;;1
4356;"le petit Bobellin";"le petit Bobellin";;;"Inconnue";;"M";;;;;1
4357;"Aymonet Angane";"Aymonet Angane";;;"Inconnue";;"M";;;;;1
4358;"Louis du Sollier";"Louis du Sollier";;;"Inconnue";;"M";;;;;1
4359;"Antoine Caroete";"Antoine Caorete";;;"Inconnue";;"M";;;;;1
